title,title_raw,company,location,date_posted,category,skills,job_url,search_keyword,scraped_at,source
Chief Brand & Product Communication Officer (F/H),Chief Brand & Product Communication Officer (F/H),Morgan Philips Group,Rabat,2026-03-19,Management,,https://ma.linkedin.com/jobs/view/chief-brand-product-communication-officer-f-h-at-morgan-philips-group-4387341375,Business Intelligence,2026-03-24T22:38:58.094659,linkedin
Tech Lead Bi (H/F),Tech Lead BI (H/F),LabelVie,Casablanca Metropolitan Area,2026-03-19,Data & AI,,https://ma.linkedin.com/jobs/view/tech-lead-bi-h-f-at-labelvie-4385447385,Business Intelligence,2026-03-24T22:38:58.061731,linkedin
Senior Java Software Engineer,Senior Java Software Engineer,Socit Gnrale - Africa Technologies & Services,Casablanca-Settat,2026-03-23,Software Dev,java,https://ma.linkedin.com/jobs/view/senior-java-software-engineer-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-africa-technologies-services-4386685644,Machine Learning Engineer,2026-03-24T22:38:55.049152,linkedin
Ingnieur Ai & Machine Learning,Ingnieur AI & Machine Learning,KWIKS,Casablanca Metropolitan Area,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-ai-machine-learning-at-kwiks-4388079146,Machine Learning Engineer,2026-03-24T22:38:54.958710,linkedin
Office Manager,Office Manager,AiOO Tech,Rabat,2026-03-24,Management,,https://ma.linkedin.com/jobs/view/office-manager-at-aioo-tech-4387589197,Data Analyst,2026-03-24T22:38:07.381621,linkedin
Regional Manager - Agadir,Regional Manager - Agadir,Yakeey,Agadir,2026-03-23,Management,,https://ma.linkedin.com/jobs/view/regional-manager-agadir-at-yakeey-4388970252,Data Analyst,2026-03-24T22:38:07.380386,linkedin
Virtual Assistant,Virtual Assistant,kuubiik,Morocco,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/virtual-assistant-at-kuubiik-4388056736,Data Analyst,2026-03-24T22:38:07.349727,linkedin
Network Support Engineers - Emea,Network Support Engineers - EMEA,Grandstream Networks,Prefecture of Casablanca,2026-03-24,IT & Systems,,https://ma.linkedin.com/jobs/view/network-support-engineers-emea-at-grandstream-networks-4389072866,Data Analyst,2026-03-24T22:38:07.332578,linkedin
Analyst Master Data Management (H/F),Analyst Master Data Management (H/F),Deloitte,Mechouar,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/analyst-master-data-management-h-f-at-deloitte-4389584965,Data Analyst,2026-03-24T22:38:07.331895,linkedin
Home Data Collection Associate (Remote),Home Data Collection Associate (Remote),Re Lytix,Mechouar,2026-03-20,Data & AI,,https://ma.linkedin.com/jobs/view/home-data-collection-associate-remote-at-re-lytix-4388344336,Data Analyst,2026-03-24T22:38:07.331133,linkedin
Cajero/A (Comida Rpida),Cajero/a (comida rpida),RAPID CLASSIC SL,Cercle de Louta,2026-03-22,Other,,https://ma.linkedin.com/jobs/view/cajero-a-comida-r%C3%A1pida-at-rapid-classic-sl-4388762363,Data Analyst,2026-03-24T22:38:07.330101,linkedin
Consultant(E) En Transformation Digitale,Consultant(e) en Transformation Digitale,Sia,Casablanca,2026-03-23,Other,git,https://ma.linkedin.com/jobs/view/consultant-e-en-transformation-digitale-at-sia-4389082237,Data Analyst,2026-03-24T22:38:07.329231,linkedin
Charg(E) D'Affaires M&A Junior (H/F),Charg(e) d'affaires M&A junior (H/F),Saham Bank (Officiel),Prefecture of Casablanca,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/charg%C3%A9-e-d-affaires-m-a-junior-h-f-at-saham-bank-officiel-4374265599,Data Analyst,2026-03-24T22:38:07.328284,linkedin
Consultant Reporting Bi,Consultant reporting BI,DXC Technology Morocco,Rabat,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/consultant-reporting-bi-at-dxc-technology-morocco-4387286656,Data Engineer,2026-03-24T22:38:03.275888,linkedin
Architecte Data,Architecte DATA,Intelcia Tech,Casablanca Metropolitan Area,2026-03-23,Data & AI,,https://ma.linkedin.com/jobs/view/architecte-data-at-intelcia-tech-4389092660,Data Engineer,2026-03-24T22:38:03.274987,linkedin
Senior Ai Engineer,Senior AI Engineer,Waggners Talent,Casablanca-Settat,2026-03-23,Data & AI,,https://ma.linkedin.com/jobs/view/senior-ai-engineer-at-waggners-talent-4386680509,Data Engineer,2026-03-24T22:38:03.273976,linkedin
Engineering Technician,Engineering Technician,Learntastic,Morocco,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/engineering-technician-at-learntastic-4389923849,Data Engineer,2026-03-24T22:38:03.273094,linkedin
"Lead, Data Protection","Lead, Data Protection",Save the Children Colombia,Morocco,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/lead-data-protection-at-save-the-children-colombia-4389473530,Data Engineer,2026-03-24T22:38:03.259940,linkedin
Ingnieur Bi,Ingnieur BI,Silkhom | LUNOPA Group,Casablanca Metropolitan Area,2026-03-23,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-bi-at-silkhom-lunopa-group-4386696209,Data Engineer,2026-03-24T22:38:03.258091,linkedin
Llmops Engineer (H/F),LLMOps Engineer (H/F),Saham Bank (Officiel),Casablanca Metropolitan Area,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/llmops-engineer-h-f-at-saham-bank-officiel-4388094542,Data Engineer,2026-03-24T22:38:03.256596,linkedin
Data Manager,Data Manager,Publicis Global Delivery (PGD),Prefecture of Casablanca,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/data-manager-at-publicis-global-delivery-pgd-4389462821,Data Engineer,2026-03-24T22:38:03.255421,linkedin
It Business Analyst,IT Business Analyst,SQLI,Rabat,2026-03-19,Data & AI,sql,https://ma.linkedin.com/jobs/view/it-business-analyst-at-sqli-4315402041,Data Analyst,2026-03-24T22:37:38.178374,linkedin
Data & Configuration Senior Analyst,Data & Configuration Senior Analyst,Eaton,Casablanca,2026-03-18,Data & AI,,https://ma.linkedin.com/jobs/view/data-configuration-senior-analyst-at-eaton-4385006932,Data Analyst,2026-03-24T22:37:38.175758,linkedin
Quantitative Consultant,Quantitative Consultant,Phi Partners,Casablanca,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/quantitative-consultant-at-phi-partners-4102999041,Data Analyst,2026-03-24T22:37:38.160107,linkedin
It Business Analyst - Apprentice Uk,IT Business Analyst - Apprentice UK,Ecolab,Morocco,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/it-business-analyst-apprentice-uk-at-ecolab-4389415911,Data Analyst,2026-03-24T22:37:38.145347,linkedin
Business Analyst (F/H),Business Analyst (F/H),Sofrecom Maroc,Rabat,2026-03-18,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-f-h-at-sofrecom-maroc-4387278607,Data Analyst,2026-03-24T22:37:38.144426,linkedin
"Senior Analyst (Supply Analytics, Bangkok-Based, Relocation Provided)","Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)",Agoda,Marrakesh,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/senior-analyst-supply-analytics-bangkok-based-relocation-provided-at-agoda-4299768378,Data Analyst,2026-03-24T22:37:38.125399,linkedin
It Business Analyst,IT Business Analyst,E2IP TECHNOLOGIES,Nouaceur,2026-03-19,Data & AI,,https://ma.linkedin.com/jobs/view/it-business-analyst-at-e2ip-technologies-4366764596,Data Analyst,2026-03-24T22:37:38.124778,linkedin
Consultant Senior - Actuariat Assurance F/H,Consultant Senior - Actuariat Assurance F/H,KPMG au Maroc,Mechouar,2026-03-23,Other,,https://ma.linkedin.com/jobs/view/consultant-senior-actuariat-assurance-f-h-at-kpmg-au-maroc-4387505813,Data Analyst,2026-03-24T22:37:38.124230,linkedin
Senior Analyst -  Life & Health -  Modelling - Casablanca,Senior Analyst -  Life & Health -  Modelling - Casablanca,SCOR,Casablanca-Settat,2026-03-20,Data & AI,,https://ma.linkedin.com/jobs/view/senior-analyst-life-health-modelling-casablanca-at-scor-4388399552,Data Analyst,2026-03-24T22:37:38.123598,linkedin
Senior Sales Business Analyst,Senior Sales Business Analyst,Arrow Electronics,Casablanca,2026-03-18,Data & AI,,https://ma.linkedin.com/jobs/view/senior-sales-business-analyst-at-arrow-electronics-4368803318,Data Analyst,2026-03-24T22:37:38.109188,linkedin
Llm - Ai Quality Analyst (Arabic) | $11/Hr Remote,LLM - AI Quality Analyst (Arabic) | $11/hr Remote,Crossing Hurdles,Morocco,2026-03-21,Data & AI,,https://ma.linkedin.com/jobs/view/llm-ai-quality-analyst-arabic-%2411-hr-remote-at-crossing-hurdles-4377924332,Data Analyst,2026-03-24T22:37:38.107296,linkedin
"Senior Analyst, Communications","Senior Analyst, Communications",Mastercard,Casablanca,2026-03-19,Data & AI,,https://ma.linkedin.com/jobs/view/senior-analyst-communications-at-mastercard-4353124275,Data Analyst,2026-03-24T22:37:38.093288,linkedin
Business Research Analyst - Italian Speakers,Business Research Analyst - Italian speakers,Infomineo,Casablanca Metropolitan Area,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/business-research-analyst-italian-speakers-at-infomineo-4388095148,Data Analyst,2026-03-24T22:37:38.090800,linkedin
Business Analyst - Supply Chain (H/F),Business Analyst - Supply Chain (H/F),LabelVie,Casablanca Metropolitan Area,2026-03-23,Data & AI,,https://ma.linkedin.com/jobs/view/business-analyst-supply-chain-h-f-at-labelvie-4386685020,Data Analyst,2026-03-24T22:37:38.090069,linkedin
Ingnieur Data Gcp (Google Cloud Platform) (F/H),Ingnieur Data GCP (Google Cloud Platform) (F/H),SQLI,Rabat,2026-03-21,Data & AI,"sql, gcp",https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-data-gcp-google-cloud-platform-f-h-at-sqli-4314994258,Data Analyst,2026-03-24T22:37:38.076346,linkedin
Senior Data Analyst - X Delivery,Senior Data Analyst - X Delivery,Boston Consulting Group (BCG),Casablanca,2026-03-21,Data & AI,,https://ma.linkedin.com/jobs/view/senior-data-analyst-x-delivery-at-boston-consulting-group-bcg-4359057905,Data Analyst,2026-03-24T22:37:38.038729,linkedin
Data Business Analyst,Data Business Analyst,BNP Paribas,Mechouar,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/data-business-analyst-at-bnp-paribas-4389920050,Data Analyst,2026-03-24T22:37:38.023062,linkedin
Ai Data Quality Analyst,AI Data Quality Analyst,Alignerr,Morocco,2026-03-24,Data & AI,,https://ma.linkedin.com/jobs/view/ai-data-quality-analyst-at-alignerr-4389466173,Data Analyst,2026-03-24T22:37:38.006785,linkedin
Data Quality Analyst (Arabic) | $11/Hr Remote,Data Quality Analyst (Arabic) | $11/hr Remote,Crossing Hurdles,Morocco,2026-03-21,Data & AI,,https://ma.linkedin.com/jobs/view/data-quality-analyst-arabic-%2411-hr-remote-at-crossing-hurdles-4378262426,Data Analyst,2026-03-24T22:37:38.003841,linkedin
Icd Front End Reactjs Senior  (Rabat/Casablanca),ICD Front End Reactjs Senior  (Rabat/Casablanca),SQLI,Rabat,2026-03-18,Other,"sql, react",https://ma.linkedin.com/jobs/view/icd-front-end-reactjs-senior-rabat-casablanca-at-sqli-4314990751,Data Scientist,2026-03-24T22:37:37.934966,linkedin
Consultant Test Automatis / Fonctionnel Senior,Consultant Test Automatis / Fonctionnel Senior,Capgemini,Casablanca Metropolitan Area,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/consultant-test-automatis%C3%A9-fonctionnel-senior-at-capgemini-4384799521,Data Scientist,2026-03-24T22:37:37.905428,linkedin
Ingnieur Test Full-Stack ( Manuel Et Automatisation )  - Rabat/Casablanca,Ingnieur Test Full-Stack ( manuel et Automatisation )  - Rabat/Casablanca,SQLI,Rabat,2026-03-19,Software Dev,sql,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-test-full-stack-manuel-et-automatisation-rabat-casablanca-at-sqli-4314997168,Data Scientist,2026-03-24T22:37:37.904666,linkedin
Servicenow Developer,ServiceNow Developer,"NTT DATA, Inc.",Prefecture of Casablanca,2026-03-24,Software Dev,,https://ma.linkedin.com/jobs/view/servicenow-developer-at-ntt-data-inc-4389572375,Data Scientist,2026-03-24T22:37:37.903140,linkedin
App Development & Integrations Engineer,App Development & Integrations Engineer,Forterro,Casablanca,2026-03-19,Other,,https://ma.linkedin.com/jobs/view/app-development-integrations-engineer-at-forterro-4387924166,Data Scientist,2026-03-24T22:37:37.898681,linkedin
Dveloppeur Full Stack Node Js/Vuj Js_ Hybride,Dveloppeur Full Stack Node JS/Vuj Js_ Hybride,SQLI,Oujda,2026-03-19,Software Dev,"sql, node",https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-node-js-vuj-js-hybride-at-sqli-4341041659,Data Scientist,2026-03-24T22:37:37.831378,linkedin
Ingnieur Poste De Travail N3,Ingnieur poste de travail N3,Inetum,Mechouar,2026-03-18,Data & AI,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-poste-de-travail-n3-at-inetum-4387238385,Data Scientist,2026-03-24T22:37:37.830209,linkedin
Expert Technique En Tests Automatiss,Expert technique en tests automatiss,GEC _ Global Experts Consulting,Casablanca,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/expert-technique-en-tests-automatis%C3%A9s-at-gec-global-experts-consulting-4386803161,Data Scientist,2026-03-24T22:37:37.783797,linkedin
Senior Qa Automation,Senior QA Automation,Yakeey,Casablanca,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/senior-qa-automation-at-yakeey-4389546942,Data Scientist,2026-03-24T22:37:37.762873,linkedin
Expert Devops Sre Engineer | Devoteam Maroc Nearshore,Expert DevOps SRE Engineer | Devoteam Maroc Nearshore,Devoteam,Rabat,2026-03-21,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/expert-devops-sre-engineer-devoteam-maroc-nearshore-at-devoteam-4318726392,Data Scientist,2026-03-24T22:37:37.762143,linkedin
Qa Automation (H/F) Nearshore (Cooptation),QA Automation (H/F) Nearshore (Cooptation),Devoteam,Rabat,2026-03-21,Other,,https://ma.linkedin.com/jobs/view/qa-automation-h-f-nearshore-cooptation-at-devoteam-4317930820,Data Scientist,2026-03-24T22:37:37.760149,linkedin
Expert Test Automatisation - Rabat /Casablanca,EXPERT Test Automatisation - Rabat /Casablanca,SQLI,Casablanca,2026-03-24,Other,sql,https://ma.linkedin.com/jobs/view/expert-test-automatisation-rabat-casablanca-at-sqli-4364093828,Data Scientist,2026-03-24T22:37:37.759034,linkedin
Test Automation Qa (Karate Api/Selenium),Test Automation QA (Karate API/selenium),SQLI,Casablanca Metropolitan Area,2026-03-21,Other,sql,https://ma.linkedin.com/jobs/view/test-automation-qa-karate-api-selenium-at-sqli-4314982961,Data Scientist,2026-03-24T22:37:37.709922,linkedin
Qa Engineer Power Bi,QA Engineer Power BI,SQLI,Rabat,2026-03-20,Other,"sql, power bi",https://ma.linkedin.com/jobs/view/qa-engineer-power-bi-at-sqli-4314993228,Data Scientist,2026-03-24T22:37:37.708920,linkedin
Automation Qa Engineer  - F/H,Automation QA Engineer  - F/H,ChapsVision,Casablanca,2026-03-19,Other,,https://ma.linkedin.com/jobs/view/automation-qa-engineer-f-h-at-chapsvision-4387398747,Data Scientist,2026-03-24T22:37:37.708117,linkedin
Technical Specialist Java,Technical Specialist JAVA,Intelcia Tech,Casablanca Metropolitan Area,2026-03-23,Other,java,https://ma.linkedin.com/jobs/view/technical-specialist-java-at-intelcia-tech-4389248632,Data Scientist,2026-03-24T22:37:37.694654,linkedin
Automation Qa Engineer - F/H,Automation QA Engineer - F/H,ChapsVision,Casablanca,2026-03-19,Other,,https://ma.linkedin.com/jobs/view/automation-qa-engineer-f-h-at-chapsvision-4387704981,Data Scientist,2026-03-24T22:37:37.693443,linkedin
Exciting Internship Opportunity At Apm Terminals Tangier In It,Exciting Internship Opportunity at APM Terminals Tangier in IT,APM Terminals,Tangier Metropolitan Area,2026-03-19,Other,,https://ma.linkedin.com/jobs/view/exciting-internship-opportunity-at-apm-terminals-tangier-in-it-at-apm-terminals-4387617906,Data Scientist,2026-03-24T22:37:37.692467,linkedin
"Ingnieur Talend ""Run"" H/F","Ingnieur Talend ""Run"" H/F",Smile,Casablanca,2026-03-22,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-talend-run-h-f-at-smile-4298216555,Data Scientist,2026-03-24T22:37:37.640942,linkedin
Tech Lead,Tech Lead,Yakeey,Casablanca,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/tech-lead-at-yakeey-4389558623,Data Scientist,2026-03-24T22:37:37.576596,linkedin
Servicenow Developer,ServiceNow Developer,IO Solutions Contact Center Morocco,Casablanca,2026-03-24,Software Dev,,https://ma.linkedin.com/jobs/view/servicenow-developer-at-io-solutions-contact-center-morocco-4389740551,Data Scientist,2026-03-24T22:37:37.467470,linkedin
Dveloppeur(Se) Back-End Python Senior| Devoteam Maroc Nearshore,Dveloppeur(se) Back-End Python Senior| Devoteam Maroc Nearshore,Devoteam,Rabat,2026-03-22,Other,python,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-se-back-end-python-senior-devoteam-maroc-nearshore-at-devoteam-4318341039,Data Scientist,2026-03-24T22:37:37.466458,linkedin
Icd Fullstack Reactjs/Nodejs (Rabat/Casablanca),ICD Fullstack ReactJs/NodeJs (Rabat/Casablanca),SQLI,Rabat,2026-03-20,Software Dev,"sql, react, node",https://ma.linkedin.com/jobs/view/icd-fullstack-reactjs-nodejs-rabat-casablanca-at-sqli-4314993223,Data Scientist,2026-03-24T22:37:37.465508,linkedin
Stage Pfe Test Et Intgration,Stage PFE test et intgration,Accedo Consulting,Casablanca Metropolitan Area,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/stage-pfe-test-et-int%C3%A9gration-at-accedo-consulting-4389909521,Data Scientist,2026-03-24T22:37:37.452798,linkedin
Expert Odoo / Ai,Expert Odoo / AI,Cofoundies,Casablanca-Settat,2026-03-23,Data & AI,,https://ma.linkedin.com/jobs/view/expert-odoo-ai-at-cofoundies-4386676535,Data Scientist,2026-03-24T22:37:37.396532,linkedin
Qa Engineer,QA Engineer,A.P. Moller - Maersk,Tangier Metropolitan Area,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/qa-engineer-at-a-p-moller-maersk-4387638056,Data Scientist,2026-03-24T22:37:37.329799,linkedin
Ingnieur Talend,Ingnieur Talend,Confidentiel,Casablanca-Settat,2026-03-18,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-talend-at-confidentiel-4385032278,Data Scientist,2026-03-24T22:37:37.328897,linkedin
Engineering Lead,Engineering Lead,Y STRATEGIE,Casablanca Metropolitan Area,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/engineering-lead-at-y-strategie-4388083936,Data Scientist,2026-03-24T22:37:37.327048,linkedin
Ingnieur Rpa F/H - Safran Engineering Services Morocco Sa,Ingnieur RPA F/H - SAFRAN ENGINEERING SERVICES MOROCCO SA,AEROCONTACT,Casablanca,2026-03-22,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-rpa-f-h-safran-engineering-services-morocco-sa-at-aerocontact-4388770007,Data Scientist,2026-03-24T22:37:37.326107,linkedin
Ingnieur Rpa Uipath,Ingnieur RPA Uipath,Safran Engineering Services,Casablanca-Settat,2026-03-23,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-rpa-uipath-at-safran-engineering-services-4388951188,Data Scientist,2026-03-24T22:37:37.324945,linkedin
Ingnieur Tude Et Dvloppement  Officialisation Plm,Ingnieur tude et dvloppement  Officialisation PLM,ALTEN,Fez,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-%C3%A9tude-et-d%C3%A9v%C3%A9loppement-%E2%80%93-officialisation-plm-at-alten-4388035610,Data Scientist,2026-03-24T22:37:37.313086,linkedin
Test Engineer (H/F),Test Engineer (H/F),INTM Mditerrane,Rabat-Sal-Knitra,2026-03-24,Other,,https://ma.linkedin.com/jobs/view/test-engineer-h-f-at-intm-m%C3%A9diterran%C3%A9e-4389483858,Data Scientist,2026-03-24T22:37:37.312452,linkedin
4.0,4.0,Wohnungsverwaltung Steinhoff-Bhler GmbH,Casablanca,2026-03-20,Other,,https://ma.linkedin.com/jobs/view/4-0-at-wohnungsverwaltung-steinhoff-b%C3%B6hler-gmbh-4385733089,Data Scientist,2026-03-24T22:37:37.311893,linkedin
