title,title_raw,company,location,date_posted,category,skills,job_url,search_keyword,scraped_at
Senior Hardware Engineer,Senior Hardware Engineer,ALTEN MAROC,Rabat,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/senior-hardware-engineer-at-alten-maroc-4384481674,Hardware Engineer,2026-03-18T03:06:30.130868
Ingénieur Moyens Et Outillages F/H - Safran Electronics & Defense Morocco,Ingénieur moyens et outillages F/H - SAFRAN ELECTRONICS & DEFENSE MOROCCO,AEROCONTACT.COM,Méchouar de Casablanca,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-moyens-et-outillages-f-h-safran-electronics-defense-morocco-at-aerocontact-4384346400,Hardware Engineer,2026-03-18T03:06:42.958356
Responsable Unité Autonome De Production F/H - Safran Electronics & Defense Morocco,Responsable Unité Autonome de Production F/H - SAFRAN ELECTRONICS & DEFENSE MOROCCO,AEROCONTACT.COM,Casablanca,2026-03-14,Management,,https://ma.linkedin.com/jobs/view/responsable-unit%C3%A9-autonome-de-production-f-h-safran-electronics-defense-morocco-at-aerocontact-4385875830,Hardware Engineer,2026-03-18T03:06:42.959356
Purchaser,Purchaser,Hirschmann Automotive,Kénitra,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/purchaser-at-hirschmann-automotive-4384598727,Hardware Engineer,2026-03-18T03:06:42.961354
Ingénieur Automatisation,Ingénieur automatisation,ALTEN MAROC,Rabat,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-automatisation-at-alten-maroc-4384027973,Robotics Engineer,2026-03-18T03:07:08.273796
Ingénieur Automaticien,Ingénieur automaticien,EPIK CONSULTING,Mohammédia,2026-03-17,Other,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-automaticien-at-epik-consulting-4384482808,Robotics Engineer,2026-03-18T03:07:08.280793
Ingénieur Télécom N1 Junior - Audit & Contrôle Référentiels Ftth,Ingénieur Télécom N1 Junior - Audit & Contrôle Référentiels FTTH,Intelcia Tech,Casablanca-Settat,2026-03-17,IT & Systems,,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-t%C3%A9l%C3%A9com-n1-junior-audit-contr%C3%B4le-r%C3%A9f%C3%A9rentiels-ftth-at-intelcia-tech-4386734839,Robotics Engineer,2026-03-18T03:07:08.304793
Véhicule Homologation,Véhicule Homologation,SEGULA Technologies,Méchouar de Casablanca,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/v%C3%A9hicule-homologation-at-segula-technologies-4383646742,Robotics Engineer,2026-03-18T03:07:20.288260
Operators,Operators,STMicroelectronics,Bouskoura,2026-03-14,Other,,https://ma.linkedin.com/jobs/view/operators-at-stmicroelectronics-4371870641,Robotics Engineer,2026-03-18T03:07:20.290258
Responsable D'Achat - Véhicules D'Occasions,Responsable d'Achat - Véhicules d'Occasions,AUTO24.africa,Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/responsable-d-achat-v%C3%A9hicules-d-occasions-at-auto24-africa-4385337586,Robotics Engineer,2026-03-18T03:07:20.292260
Chef Des Ventes - Véhicules D'Occasions,Chef des Ventes - Véhicules d'Occasions,AUTO24.africa,Casablanca,2026-03-13,Other,,https://ma.linkedin.com/jobs/view/chef-des-ventes-v%C3%A9hicules-d-occasions-at-auto24-africa-4385337474,Robotics Engineer,2026-03-18T03:07:20.294260
Stagiaire Pfe - Informatique Web Dev - Eleve Ingenieur  ( Ref 10612 ),Stagiaire PFE - Informatique WEB DEV - Eleve Ingenieur  ( ref 10612 ),STMicroelectronics,Bouskoura,2026-03-17,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-pfe-informatique-web-dev-eleve-ingenieur-ref-10612-at-stmicroelectronics-4386725003,IT Engineer,2026-03-18T03:11:00.511393
Consultant Fonctionnel Sage 1000 (H/F),Consultant Fonctionnel Sage 1000 (H/F),Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-fonctionnel-sage-1000-h-f-at-inetum-4359986537,IT Consultant,2026-03-18T03:11:37.251168
Consultant Infrastructure Réseau (H/F),Consultant Infrastructure Réseau (H/F),Devoteam,Rabat,2026-03-17,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/consultant-infrastructure-r%C3%A9seau-h-f-at-devoteam-4345850798,IT Consultant,2026-03-18T03:11:37.252167
Consultant Sirh,Consultant SIRH,Tractafric Equipment,Casablanca-Settat,2026-03-11,Other,,https://ma.linkedin.com/jobs/view/consultant-sirh-at-tractafric-equipment-4371018300,IT Consultant,2026-03-18T03:11:37.253167
Business Relationship Manager,Business Relationship Manager,Leyton,Casablanca,2026-03-17,Management,,https://ma.linkedin.com/jobs/view/business-relationship-manager-at-leyton-4321183692,IT Consultant,2026-03-18T03:11:37.254168
Stagiaire Pré-Embauche_Consultant Technico-Fonctionnel Microsoft Dynamics 365 Crm & Power Platform,Stagiaire pré-embauche_Consultant Technico-Fonctionnel Microsoft Dynamics 365 CRM & Power Platform,Inetum,Méchouar de Casablanca,2026-03-12,Data & AI,,https://ma.linkedin.com/jobs/view/stagiaire-pr%C3%A9-embauche-consultant-technico-fonctionnel-microsoft-dynamics-365-crm-power-platform-at-inetum-4346278270,IT Consultant,2026-03-18T03:11:37.257167
Anaplan Consultant - Morocco,Anaplan Consultant - Morocco,Bedford Consulting,Casablanca-Settat,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/anaplan-consultant-morocco-at-bedford-consulting-4364343332,IT Consultant,2026-03-18T03:11:37.257167
Expert Cloud,Expert Cloud,Inetum,Méchouar de Casablanca,2026-03-12,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/expert-cloud-at-inetum-4305584787,IT Consultant,2026-03-18T03:11:37.258165
Consultant Liferay,Consultant Liferay,Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-liferay-at-inetum-4346168439,IT Consultant,2026-03-18T03:11:37.260164
Consultant Fonctionnel Dynamics 365 F&O,Consultant fonctionnel Dynamics 365 F&O,Inetum,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-fonctionnel-dynamics-365-f-o-at-inetum-4335485721,IT Consultant,2026-03-18T03:11:37.260164
Consultant Expérimenté Oracle Cloud Erp,Consultant Expérimenté Oracle Cloud ERP,Deloitte,Méchouar de Casablanca,2026-03-13,DevOps & Cloud,,https://ma.linkedin.com/jobs/view/consultant-exp%C3%A9riment%C3%A9-oracle-cloud-erp-at-deloitte-4331053493,IT Consultant,2026-03-18T03:11:37.262164
Consultant Epm Anaplan,Consultant EPM ANAPLAN,Deloitte,Méchouar de Casablanca,2026-03-12,Other,,https://ma.linkedin.com/jobs/view/consultant-epm-anaplan-at-deloitte-4373351088,IT Consultant,2026-03-18T03:11:37.263164
Consultant Technico‑Fonctionnel Windev,Consultant technico‑fonctionnel WinDev,Forterro,Casablanca et périphérie,2026-03-16,Other,,https://ma.linkedin.com/jobs/view/consultant-technico%E2%80%91fonctionnel-windev-at-forterro-4386377301,IT Consultant,2026-03-18T03:11:37.264164
Consultant Commercial & Business Developer (Services It & Conseil),Consultant Commercial & Business Developer (Services IT & Conseil),ITCYBER HOSPITALITY,Marrakech,2026-03-17,Software Dev,,https://ma.linkedin.com/jobs/view/consultant-commercial-business-developer-services-it-conseil-at-itcyber-hospitality-4350776266,IT Consultant,2026-03-18T03:11:37.265164
